#Dataset: MOHC-HadGEM2-ES_r1i1p1_GERICS-REMO2015_v1
#Variable: meanpr
#Area: sea
#Interpolation_method: cdo remap
#Spatial_resolution: 0.5º
#Creation_Date: 2021-02-16
#Author: IPCC-WGI Atlas Hub (https://github.com/SantanderMetGroup/IPCC-Atlas). Santander Meteorology Group.
"date","SEA","full_domain"
"2065-10",7.073,8.127
"2065-11",4.684,5.361
"2065-12",7.746,6.015
"2066-01",13.054,9.206
"2066-02",9.943,5.711
"2066-03",12.637,8.651
"2066-04",13.758,7.662
"2066-05",15.791,10.562
"2066-06",12.523,12.305
"2066-07",7.915,11.95
"2066-08",6.26,8.425
"2066-09",6.306,8.701
"2066-10",7.575,7.321
"2066-11",7.528,5.461
"2066-12",8.329,6.355
"2067-01",12.827,8.532
"2067-02",12.776,7.806
"2067-03",11.095,7.003
"2067-04",15.842,7.661
"2067-05",12.787,11.457
"2067-06",11.836,11.153
"2067-07",10.854,12.693
"2067-08",7.11,9.68
"2067-09",6.943,8.135
"2067-10",8.317,7.604
"2067-11",9.014,7.826
"2067-12",11.058,8.962
"2068-01",13.727,9.861
"2068-02",10.988,7.635
"2068-03",13.455,9.336
"2068-04",13.857,9.642
"2068-05",16.802,12.895
"2068-06",14.646,13.515
"2068-07",12.768,14.324
"2068-08",7.983,12.308
"2068-09",8.743,11.3
"2068-10",9.869,10.171
"2068-11",9.181,7.302
"2068-12",8.288,6.825
"2069-01",14.496,7.964
"2069-02",16.778,7.697
"2069-03",11.479,5.627
"2069-04",14.365,9.483
"2069-05",14.354,10.833
"2069-06",16.7,14.586
"2069-07",12.663,10.571
"2069-08",8.485,10.676
"2069-09",9.423,10.833
"2069-10",8.532,8.339
"2069-11",9.415,7.582
"2069-12",12.799,9.112
"2070-01",13.522,9.306
"2070-02",14.063,8.279
"2070-03",12.19,7.405
"2070-04",14.449,8.492
"2070-05",16.272,12.09
"2070-06",15.512,12.635
"2070-07",13.13,12.945
"2070-08",9.606,13.504
"2070-09",10.395,12.319
"2070-10",6.794,6.909
"2070-11",7.479,6.382
"2070-12",11.999,8.541
"2071-01",15.221,8.457
"2071-02",14.172,7.202
"2071-03",13.081,7.136
"2071-04",16.207,10.303
"2071-05",17.008,12.714
"2071-06",12.866,10.366
"2071-07",9.334,12.405
"2071-08",7.952,11.219
"2071-09",8.694,9.128
"2071-10",6.506,7.172
"2071-11",5.452,4.917
"2071-12",8.228,5.729
"2072-01",17.518,9.504
"2072-02",10.841,6.559
"2072-03",12.882,6.176
"2072-04",14.596,8.295
"2072-05",13.189,9.86
"2072-06",16.275,14.076
"2072-07",11.11,12.159
"2072-08",8.004,11.627
"2072-09",10.251,11.272
"2072-10",9.646,9.591
"2072-11",9.456,8.594
"2072-12",14.614,10.415
"2073-01",14.496,9.089
"2073-02",11.69,7.403
"2073-03",13.626,8.132
"2073-04",13.185,6.792
"2073-05",13.399,10.034
"2073-06",15.399,15.97
"2073-07",9.753,12.468
"2073-08",11.587,11.147
"2073-09",9.897,11.641
"2073-10",14.242,12.179
"2073-11",11.432,9.237
"2073-12",14.361,10.137
"2074-01",15.529,9.179
"2074-02",15.6,9.146
"2074-03",13.593,7.214
"2074-04",13.985,10.473
"2074-05",15.06,11.687
"2074-06",11.931,11.144
"2074-07",13.636,12.341
"2074-08",8.534,11.327
"2074-09",9.188,9.356
"2074-10",8.863,7.866
"2074-11",11.183,8.304
"2074-12",14.247,9.401
"2075-01",17.274,9.716
"2075-02",18.46,8.278
"2075-03",12.838,8.801
"2075-04",14.593,11.471
"2075-05",12.98,10.872
"2075-06",16.193,13.256
"2075-07",13.079,14.062
"2075-08",7.504,11.787
"2075-09",11.289,10.895
"2075-10",10.146,9.129
"2075-11",10.832,9.763
"2075-12",12.362,10.773
"2076-01",20.156,10.645
"2076-02",13.024,6.058
"2076-03",9.85,6.701
"2076-04",11.016,7.618
"2076-05",12.008,10.834
"2076-06",11.905,11.557
"2076-07",12.328,12.959
"2076-08",8.673,11.174
"2076-09",8.639,10.148
"2076-10",7.846,7.985
"2076-11",9.413,7.65
"2076-12",10.938,8.179
"2077-01",16.434,9.397
"2077-02",14.613,8.287
"2077-03",13.488,7.435
"2077-04",13.213,9.522
"2077-05",15.59,13.037
"2077-06",13.995,13.49
"2077-07",7.812,11.936
"2077-08",9.228,10.963
"2077-09",9.449,10.963
"2077-10",10.082,9.892
"2077-11",10.021,9.112
"2077-12",15.398,11.171
"2078-01",18.026,9.426
"2078-02",12.66,9.38
"2078-03",15.724,10.146
"2078-04",12.463,9.891
"2078-05",18.508,12.607
"2078-06",12.01,11.912
"2078-07",9.78,12.802
"2078-08",8.574,9.859
"2078-09",7.751,9.147
"2078-10",9.613,8.073
"2078-11",7.186,6.614
"2078-12",10.113,8.153
"2079-01",14.031,7.817
"2079-02",10.759,7.099
"2079-03",10.975,7.468
"2079-04",13.273,9.891
"2079-05",15.992,12.27
"2079-06",14.812,13.036
"2079-07",13.066,12.503
"2079-08",8.631,11.89
"2079-09",10.291,11.311
"2079-10",9.61,8.378
"2079-11",10.208,8.179
"2079-12",11.409,8.958
"2080-01",17.152,10.347
"2080-02",13.313,8.367
"2080-03",13.682,8.135
"2080-04",18.4,10.104
"2080-05",16.251,12.773
"2080-06",12.335,11.097
"2080-07",11.142,12.083
"2080-08",9.115,10.755
"2080-09",9.617,10.787
"2080-10",11.541,10.302
"2080-11",9.572,7.819
"2080-12",9.483,9.439
"2081-01",17.421,11.115
"2081-02",16.321,8.947
"2081-03",11.931,9.105
"2081-04",14.371,10.587
"2081-05",17.448,12.75
"2081-06",13.739,13.57
